,MODZCTA,Positive,Total,zcta_cum.perc_pos,Zip,City,State,Latitude,Longitude,geopoint,0,id,Geographic Area Name,Total_SEX BY AGE,Male,Male!!Under 5 years,Male!!5 to 9 years,Male!!10 to 14 years,Male!!15 to 17 years,Male!!18 and 19 years,Male!!20 years,Male!!21 years,Male!!22 to 24 years,Male!!25 to 29 years,Male!!30 to 34 years,Male!!35 to 39 years,Male!!40 to 44 years,Male!!45 to 49 years,Male!!50 to 54 years,Male!!55 to 59 years,Male!!60 and 61 years,Male!!62 to 64 years,Male!!65 and 66 years,Male!!67 to 69 years,Male!!70 to 74 years,Male!!75 to 79 years,Male!!80 to 84 years,Male!!85 years and over,Female,Female!!Under 5 years,Female!!5 to 9 years,Female!!10 to 14 years,Female!!15 to 17 years,Female!!18 and 19 years,Female!!20 years,Female!!21 years,Female!!22 to 24 years,Female!!25 to 29 years,Female!!30 to 34 years,Female!!35 to 39 years,Female!!40 to 44 years,Female!!45 to 49 years,Female!!50 to 54 years,Female!!55 to 59 years,Female!!60 and 61 years,Female!!62 to 64 years,Female!!65 and 66 years,Female!!67 to 69 years,Female!!70 to 74 years,Female!!75 to 79 years,Female!!80 to 84 years,Female!!85 years and over
56,10454.0,583,925,63.03,10454,Bronx,NY,40.805968,-73.91628,"40.805968,-73.91628",918,8710000US3610454,"ZCTA5 10454, New York",37337,17724,1578,1584,1562,1108,785,408,376,993,1398,1271,1027,1073,1038,935,688,239,354,215,253,360,231,145,103,19613,1548,1484,1524,1009,704,336,333,1015,1482,1438,1267,1274,1366,1090,884,316,472,309,384,550,389,231,208
57,10455.0,626,998,62.73,10455,Bronx,NY,40.815559,-73.90771,"40.815559,-73.90771",1133,8710000US3610455,"ZCTA5 10455, New York",39665,18779,1700,1676,1599,1092,787,390,349,983,1476,1350,1213,1240,1154,1003,777,251,388,207,287,373,258,140,86,20886,1624,1590,1535,1064,680,328,371,999,1787,1543,1404,1414,1375,1275,919,338,513,322,357,554,438,251,205
58,10456.0,1250,2024,61.76,10456,Bronx,NY,40.829676,-73.90856,"40.829676,-73.90856",212,8710000US3610456,"ZCTA5 10456, New York",86547,40285,3789,3674,3718,2490,1621,807,737,1892,2766,2507,2495,2704,2793,2466,1873,639,781,450,525,718,440,209,191,46262,3643,3545,3629,2442,1596,789,734,2187,3493,3280,3182,3265,3356,2834,2290,756,1061,542,781,1080,781,501,495
59,10457.0,1069,1704,62.73,10457,Bronx,NY,40.846745,-73.89860999999999,"40.846745,-73.89861",264,8710000US3610457,"ZCTA5 10457, New York",70496,32837,3292,2996,2942,1956,1250,591,571,1595,2427,2165,2011,2215,2218,1994,1512,490,561,326,424,592,365,208,136,37659,3063,2927,2799,1968,1323,672,616,1871,3174,2703,2522,2603,2581,2384,1765,554,881,452,601,766,603,412,419
60,10458.0,1060,1813,58.47,10458,Bronx,NY,40.864166,-73.88880999999999,"40.864166,-73.88881",658,8710000US3610458,"ZCTA5 10458, New York",79492,38432,3255,3162,3146,1949,2076,1068,1066,2204,3198,2726,2535,2457,2410,2193,1693,574,642,369,423,543,365,225,153,41060,3268,3013,2806,1951,1981,1065,958,2208,3458,3182,2791,2752,2781,2405,1875,598,833,432,601,747,575,399,381
61,10459.0,808,1296,62.35,10459,Bronx,NY,40.825432,-73.89327,"40.825432,-73.89327",698,8710000US3610459,"ZCTA5 10459, New York",47308,22233,2120,2026,2015,1307,878,443,419,1166,1724,1443,1279,1458,1383,1267,1014,329,430,242,340,422,247,169,112,25075,1996,1924,1981,1247,811,476,388,1238,2055,1854,1625,1731,1757,1453,1191,414,509,311,448,629,449,320,268
62,10460.0,847,1427,59.36,10460,Bronx,NY,40.84095,-73.88036,"40.84095,-73.88036",359,8710000US3610460,"ZCTA5 10460, New York",57311,26496,2471,2428,2411,1636,1114,512,502,1326,1879,1708,1672,1750,1754,1493,1151,381,519,296,405,492,293,186,117,30815,2425,2270,2345,1559,1101,490,486,1397,2386,2212,2196,2207,2173,1850,1408,498,704,443,581,829,581,393,281
63,10461.0,1083,2014,53.77,10461,Bronx,NY,40.842917,-73.83819,"40.842917,-73.83819",1329,8710000US3610461,"ZCTA5 10461, New York",50502,24060,1491,1435,1439,893,569,287,326,1160,2025,1978,1729,1739,1818,1622,1390,563,602,379,542,667,573,444,389,26442,1481,1352,1333,874,546,282,256,1157,2280,2186,1761,1748,1824,1832,1551,569,823,470,620,931,834,850,882
64,10462.0,1284,2306,55.68,10462,Bronx,NY,40.842172999999995,-73.85862,"40.842173,-73.85862",625,8710000US3610462,"ZCTA5 10462, New York",75784,35475,2673,2561,2386,1595,1015,522,494,1509,2906,2863,2683,2680,2575,2395,1988,690,845,510,580,757,558,368,322,40309,2598,2459,2339,1489,1009,487,510,1724,3530,3378,2964,2897,3000,2794,2374,891,1166,593,809,1052,914,623,709
65,10463.0,964,1965,49.06,10463,Bronx,NY,40.881085999999996,-73.90749,"40.881086,-73.90749",56,8710000US3610463,"ZCTA5 10463, New York",67970,30647,2216,1800,1822,1197,757,504,489,1316,2241,2288,2078,2064,2016,1917,1850,741,1012,529,670,999,740,647,754,37323,2070,1768,1705,1201,723,532,569,1407,2635,2672,2404,2456,2497,2465,2434,928,1385,736,1041,1477,1188,1228,1802
66,10464.0,79,203,38.92,10464,Bronx,NY,40.857017,-73.78903000000001,"40.857017,-73.78903",1519,8710000US3610464,"ZCTA5 10464, New York",4534,2208,103,122,140,61,46,17,15,61,93,110,139,170,214,190,171,65,112,55,67,96,70,45,46,2326,75,82,129,75,38,22,14,56,81,119,147,164,197,184,192,88,125,54,102,113,85,92,92
67,10465.0,927,1906,48.64,10465,Bronx,NY,40.825727,-73.81752,"40.825727,-73.81752",1589,8710000US3610465,"ZCTA5 10465, New York",42230,20186,1205,1211,1326,841,999,577,397,840,1183,1213,1268,1478,1424,1430,1156,432,626,340,466,597,503,388,286,22044,1091,1214,1218,802,516,297,239,766,1270,1501,1473,1637,1699,1510,1448,571,729,407,570,880,760,633,813
68,10466.0,1361,2284,59.59,10466,Bronx,NY,40.89095,-73.84702,"40.89095,-73.84702",117,8710000US3610466,"ZCTA5 10466, New York",67813,30460,2331,2413,2615,1765,1139,547,467,1431,2066,1761,1711,1991,2118,2054,1694,683,838,466,618,680,535,304,233,37353,2200,2282,2462,1740,1068,538,566,1620,2593,2473,2450,2831,2924,2837,2319,811,1123,652,796,1067,795,590,616
69,10467.0,1918,3135,61.18,10467,Bronx,NY,40.872265000000006,-73.86936999999999,"40.872265,-73.86937",709,8710000US3610467,"ZCTA5 10467, New York",97060,45318,3663,3603,3371,2234,1497,794,737,2082,3819,3447,3047,3161,3169,2858,2267,833,1068,552,701,952,659,395,409,51742,3759,3400,3319,2166,1482,779,745,2369,4388,4064,3588,3661,3707,3386,2740,967,1239,775,967,1357,1091,865,928
70,10468.0,1343,2033,66.06,10468,Bronx,NY,40.867107,-73.89916,"40.867107,-73.89916",1036,8710000US3610468,"ZCTA5 10468, New York",76103,35897,3175,2806,2786,1845,1440,662,677,1900,3139,2595,2390,2403,2426,2203,1710,616,722,364,439,620,418,269,292,40206,2971,2657,2619,1889,1305,700,693,1934,3312,3006,2659,2917,2842,2629,2270,759,955,476,683,923,641,569,797
71,10469.0,1670,2688,62.13,10469,Bronx,NY,40.868643,-73.84735,"40.868643,-73.84735",341,8710000US3610469,"ZCTA5 10469, New York",66631,30422,2123,2195,2262,1611,1024,442,443,1333,2069,1789,1646,2058,2323,2030,1774,633,868,548,693,900,658,553,447,36209,2023,2114,2131,1601,995,538,513,1466,2326,2336,2298,2595,2845,2542,2195,824,1130,610,826,1160,1109,904,1128
72,10470.0,279,510,54.71,10470,Bronx,NY,40.900628999999995,-73.86072,"40.900629,-73.86072",201,8710000US3610470,"ZCTA5 10470, New York",15293,7136,461,442,438,290,190,90,94,306,667,573,520,486,577,478,382,149,167,101,130,213,177,112,93,8157,467,417,450,274,181,91,106,333,791,624,584,609,560,502,450,131,217,141,211,310,269,206,233
73,10471.0,319,716,44.55,10471,Bronx,NY,40.900819,-73.90347,"40.900819,-73.90347",1636,8710000US3610471,"ZCTA5 10471, New York",22922,10272,588,518,478,288,534,214,149,318,559,618,638,659,685,705,712,287,385,228,269,365,348,324,403,12650,578,473,459,318,617,255,211,337,651,710,742,714,695,832,867,312,440,247,380,520,531,605,1156
74,10472.0,1014,1568,64.67,10472,Bronx,NY,40.830409,-73.86845,"40.830409,-73.86845",903,8710000US3610472,"ZCTA5 10472, New York",66358,31908,2681,2515,2553,1697,1260,549,626,1693,2672,2263,2099,2140,2039,1903,1507,544,678,404,510,657,456,268,194,34450,2554,2519,2477,1613,1097,586,567,1665,2699,2514,2346,2298,2337,2105,1747,724,835,499,667,925,681,499,496
75,10473.0,1143,1940,58.92,10473,Bronx,NY,40.818514,-73.85893,"40.818514,-73.85893",1628,8710000US3610473,"ZCTA5 10473, New York",58519,26158,1907,2081,2426,1641,1107,553,471,1272,1691,1481,1554,1703,1667,1518,1331,498,737,406,513,672,456,266,207,32361,1886,1982,2217,1660,1094,526,421,1261,1999,1998,2095,2372,2432,2191,1893,808,1077,654,868,1079,795,579,474
76,10474.0,182,283,64.31,10474,Bronx,NY,40.81321,-73.88755,"40.81321,-73.88755",285,8710000US3610474,"ZCTA5 10474, New York",12281,6300,508,520,501,342,270,152,146,439,563,493,461,430,413,359,237,76,100,40,54,83,59,33,21,5981,546,480,480,307,216,109,113,306,515,456,427,418,407,297,246,76,122,74,83,115,82,58,48
77,10475.0,1021,1825,55.95,10475,Bronx,NY,40.878522,-73.82540999999999,"40.878522,-73.82541",1208,8710000US3610475,"ZCTA5 10475, New York",40931,17258,934,923,1155,790,497,218,243,613,915,945,976,1179,1375,1266,1153,463,647,335,514,783,557,427,350,23673,947,928,1106,730,469,238,224,704,1083,1193,1327,1587,1939,1877,1798,703,1026,633,938,1239,1057,920,1007
78,11004.0,348,547,63.62,11004,Glen Oaks,NY,40.742944,-73.70956,"40.742944,-73.70956",1783,8710000US3611004,"ZCTA5 11004, New York",14016,6537,303,265,308,241,144,82,82,256,441,445,381,379,483,542,559,209,261,133,182,233,193,176,239,7479,270,261,310,230,160,75,74,226,513,512,413,443,548,533,579,197,296,142,238,309,281,341,528
79,11101.0,364,707,51.49,11101,Long Island City,NY,40.745340999999996,-73.93907,"40.745341,-73.93907",1394,8710000US3611101,"ZCTA5 11101, New York",25484,12742,712,663,633,421,358,190,168,622,1457,1510,1229,1038,921,803,601,209,288,145,177,236,153,122,86,12742,728,591,626,453,286,149,158,654,1479,1371,1030,954,826,773,691,257,326,203,253,348,231,198,157
80,11102.0,326,579,56.3,11102,Astoria,NY,40.771285999999996,-73.92461999999999,"40.771286,-73.92462",1215,8710000US3611102,"ZCTA5 11102, New York",34133,17040,855,778,815,526,424,216,207,991,2434,2073,1621,1380,1093,967,745,251,330,168,225,348,237,193,163,17093,837,797,762,534,304,196,194,1053,2444,1829,1377,1140,976,914,822,302,428,240,314,470,409,347,404
81,11103.0,313,563,55.6,11103,Astoria,NY,40.762968,-73.91091,"40.762968,-73.91091",101,8710000US3611103,"ZCTA5 11103, New York",38780,19375,872,749,743,503,369,200,221,1132,2861,2458,1945,1547,1334,1136,944,331,403,210,293,445,329,214,136,19405,838,713,727,474,294,168,237,1412,3154,2230,1639,1300,1106,1059,916,383,448,254,352,566,436,364,335
82,11104.0,279,465,60.0,11104,Sunnyside,NY,40.743796,-73.91949,"40.743796,-73.91949",161,8710000US3611104,"ZCTA5 11104, New York",27232,13245,704,588,530,354,278,128,133,544,1407,1562,1329,1207,1021,878,771,261,339,195,227,332,205,149,103,13987,759,555,544,287,212,136,157,653,1558,1512,1287,1024,824,887,881,316,452,248,290,458,327,289,331
83,11105.0,300,596,50.34,11105,Astoria,NY,40.774685999999996,-73.90816,"40.774686,-73.90816",1410,8710000US3611105,"ZCTA5 11105, New York",36688,17881,854,665,683,444,298,164,174,964,2477,2101,1635,1337,1199,1133,901,334,452,250,349,507,404,321,235,18807,786,690,680,390,285,170,173,1170,2745,2109,1426,1253,1066,1088,988,346,511,288,371,697,569,506,500
84,11106.0,360,674,53.41,11106,Astoria,NY,40.762012,-73.93146999999999,"40.762012,-73.93147",7,8710000US3611106,"ZCTA5 11106, New York",38875,18904,960,810,796,540,398,207,229,1052,2658,2235,1657,1456,1267,1125,953,349,399,219,335,468,320,249,222,19971,903,791,783,495,329,189,204,1201,2760,2124,1549,1293,1205,1171,1036,428,573,307,457,616,536,510,511
85,11109.0,38,106,35.85,11109,Long Island City,NY,40.651378,-73.870779,"40.651378,-73.870779",380,8710000US3611109,"ZCTA5 11109, New York",3523,1939,103,26,10,11,3,4,9,101,502,424,264,176,80,66,45,18,21,12,31,12,10,9,2,1584,70,21,8,8,2,10,10,121,472,343,177,87,68,43,50,20,23,9,17,10,6,5,4
86,11201.0,387,932,41.52,11201,Brooklyn,NY,40.695285999999996,-73.98907,"40.695286,-73.98907",1495,8710000US3611201,"ZCTA5 11201, New York",51128,24484,1611,933,722,444,611,370,294,1067,2708,3166,2674,2101,1626,1296,1266,471,644,347,456,586,447,333,311,26644,1510,840,779,468,868,367,298,1130,3078,3476,2625,2103,1585,1463,1362,546,804,432,543,683,555,532,597
87,11203.0,1085,1657,65.48,11203,Brooklyn,NY,40.649059,-73.93304,"40.649059,-73.93304",1260,8710000US3611203,"ZCTA5 11203, New York",76174,33843,2161,2199,2310,1588,1048,516,540,1575,2544,2185,2044,2153,2366,2362,2088,740,1152,678,857,1171,814,490,262,42331,2109,2106,2365,1540,1017,598,559,1762,2898,2811,2748,2747,3096,3408,3025,1028,1517,982,1273,1788,1236,896,822
88,11204.0,1163,1880,61.86,11204,Brooklyn,NY,40.618944,-73.98473,"40.618944,-73.98473",1274,8710000US3611204,"ZCTA5 11204, New York",78134,38514,3232,3031,2949,1801,1219,587,568,1802,2940,2698,2482,2161,2423,2430,2202,860,1042,441,604,1014,816,655,557,39620,3068,2851,2678,1623,1060,520,544,1715,2867,2631,2377,2295,2544,2581,2339,917,1155,537,811,1235,1076,1061,1135
89,11205.0,416,766,54.31,11205,Brooklyn,NY,40.694214,-73.96529,"40.694214,-73.96529",1010,8710000US3611205,"ZCTA5 11205, New York",40366,18829,1955,1534,1238,691,713,439,393,1106,2064,2028,1633,1129,896,778,602,238,313,167,234,296,184,117,81,21537,1921,1421,1204,638,1020,525,483,1313,2446,2246,1639,1248,1054,911,838,372,447,263,349,435,298,235,231
90,11206.0,808,1391,58.09,11206,Brooklyn,NY,40.702348,-73.94288,"40.702348,-73.94288",585,8710000US3611206,"ZCTA5 11206, New York",81677,38855,3545,3252,3254,1944,1395,746,761,2628,4588,3470,2438,2058,1955,1744,1400,526,641,363,486,714,493,252,202,42822,3236,3225,3043,1868,1313,709,740,2698,4463,3358,2604,2490,2520,2235,1882,770,1059,615,866,1164,867,599,498
91,11207.0,1004,1626,61.75,11207,Brooklyn,NY,40.670874,-73.89424,"40.670874,-73.89424",836,8710000US3611207,"ZCTA5 11207, New York",93386,42314,3581,3559,3874,2522,1749,841,767,2263,3084,2597,2463,2656,2774,2596,2006,755,915,547,686,944,589,333,213,51072,3563,3414,3546,2519,1654,872,893,2557,4045,3585,3336,3714,3800,3396,2583,1000,1289,780,974,1309,980,681,582
92,11208.0,1129,1723,65.53,11208,Brooklyn,NY,40.672666,-73.87248000000001,"40.672666,-73.87248",1506,8710000US3611208,"ZCTA5 11208, New York",94469,44378,3673,3723,3876,2664,1764,902,864,2260,3263,2930,2784,2899,3124,2854,2143,735,1025,530,687,730,460,282,206,50091,3529,3704,3828,2574,1702,841,822,2379,3857,3417,3433,3724,3761,3186,2733,930,1184,693,883,1118,812,530,451
93,11209.0,648,1262,51.35,11209,Brooklyn,NY,40.62327,-74.0295,"40.62327,-74.0295",1672,8710000US3611209,"ZCTA5 11209, New York",68853,33179,2063,1792,1636,996,682,328,329,1371,3087,2968,2748,2563,2538,2308,2083,761,977,503,706,933,782,582,443,35674,1952,1640,1564,937,582,278,338,1343,3333,3032,2782,2443,2363,2520,2369,896,1176,657,854,1321,1129,1090,1075
94,11210.0,960,1516,63.32,11210,Brooklyn,NY,40.627946,-73.94552,"40.627946,-73.94552",425,8710000US3611210,"ZCTA5 11210, New York",62008,28616,2324,2256,2344,1533,981,522,472,1288,2021,1799,1778,1724,1840,1820,1760,685,843,412,522,685,438,350,219,33392,2164,2203,2398,1490,986,442,473,1390,2344,2236,2303,2170,2255,2371,2197,852,1029,573,731,956,687,565,577
95,11211.0,1248,1975,63.19,11211,Brooklyn,NY,40.71209,-73.95427,"40.71209,-73.95427",662,8710000US3611211,"ZCTA5 11211, New York",90117,44522,4191,3164,2793,1735,1180,667,727,2765,6314,5184,3619,2417,1979,1819,1755,698,761,299,463,671,514,433,374,45595,4244,2990,2635,1747,1175,660,703,3326,6465,4672,2916,2177,1936,1886,2015,722,913,404,652,1011,774,808,764
96,11212.0,915,1410,64.89,11212,Brooklyn,NY,40.662191,-73.91328,"40.662191,-73.91328",938,8710000US3611212,"ZCTA5 11212, New York",84500,36528,3202,3283,3455,2328,1544,737,705,1689,2499,2196,1961,2116,2300,2298,1671,703,806,514,635,870,495,327,194,47972,3139,3061,3330,2371,1505,771,734,2216,3434,3328,3312,3396,3565,3486,2675,975,1335,798,989,1354,956,673,569
97,11213.0,840,1373,61.18,11213,Brooklyn,NY,40.670937,-73.93459,"40.670937,-73.93459",9,8710000US3611213,"ZCTA5 11213, New York",63767,28822,2460,2196,2312,1481,1064,605,553,1655,2439,1961,1652,1687,1816,1782,1454,515,663,446,494,628,437,295,227,34945,2337,2140,2333,1513,1005,533,560,1820,2739,2424,2264,2415,2473,2415,1965,768,998,543,712,969,791,598,630
98,11214.0,829,1437,57.69,11214,Brooklyn,NY,40.598994,-73.99611,"40.598994,-73.99611",949,8710000US3611214,"ZCTA5 11214, New York",88630,43258,2703,2520,2436,1539,1111,577,590,2083,3445,3360,3120,2920,3079,3041,2693,1045,1359,705,828,1370,1089,906,739,45372,2480,2367,2303,1466,941,518,593,1847,3276,3243,3059,2961,3147,3132,3100,1232,1540,743,1048,1756,1538,1415,1667
99,11215.0,373,845,44.14,11215,Brooklyn,NY,40.667508000000005,-73.9856,"40.667508,-73.9856",926,8710000US3611215,"ZCTA5 11215, New York",63488,30083,2220,1523,1192,711,359,184,200,1152,3519,3992,3393,2606,2046,1777,1620,542,703,382,483,561,435,261,222,33405,2131,1527,1207,730,335,164,218,1439,4561,4418,3465,2577,2102,1924,1845,658,890,431,529,682,541,452,579
100,11216.0,408,760,53.68,11216,Brooklyn,NY,40.680398,-73.94824,"40.680398,-73.94824",961,8710000US3611216,"ZCTA5 11216, New York",54316,25117,1567,1350,1476,937,701,388,396,1454,2770,2382,2004,1873,1732,1677,1305,452,556,354,384,575,356,227,201,29199,1506,1359,1421,988,728,431,396,1855,3273,2704,2160,2116,2029,2046,1596,554,750,440,539,797,582,437,492
101,11217.0,344,640,53.75,11217,Brooklyn,NY,40.68209,-73.97783000000001,"40.68209,-73.97783",40,8710000US3611217,"ZCTA5 11217, New York",35881,16688,1067,743,685,453,266,107,140,630,2022,2340,1955,1362,1145,940,771,307,435,209,262,339,240,144,126,19193,1108,675,630,417,213,131,133,896,2589,2852,1985,1408,1209,1018,971,403,531,301,400,472,292,247,312
102,11218.0,1015,1672,60.71,11218,Brooklyn,NY,40.644552000000004,-73.97595,"40.644552,-73.97595",191,8710000US3611218,"ZCTA5 11218, New York",75220,37470,3151,2894,2687,1673,1056,525,534,1741,3268,3032,2899,2545,2394,2440,2053,719,930,420,509,728,525,428,319,37750,2972,2736,2451,1484,919,424,473,1698,3249,3093,2990,2384,2271,2351,2082,808,1016,525,650,961,750,668,795
103,11219.0,1725,2561,67.36,11219,Brooklyn,NY,40.632449,-73.99629,"40.632449,-73.99629",1395,8710000US3611219,"ZCTA5 11219, New York",92221,46092,5942,4765,3833,2207,1405,788,780,2460,3614,3277,2683,2201,2184,2259,2127,914,1021,351,466,763,642,654,756,46129,5543,4413,3725,2017,1315,714,666,2242,3660,3110,2601,2056,2174,2270,2252,955,957,380,608,982,876,1152,1461
104,11220.0,844,1328,63.55,11220,Brooklyn,NY,40.641436,-74.01574000000001,"40.641436,-74.01574",160,8710000US3611220,"ZCTA5 11220, New York",99598,50308,3952,3423,3119,1975,1540,852,899,2827,5112,4574,4013,3530,3352,2987,2409,920,1080,563,733,955,728,440,325,49290,3603,3215,2818,1832,1314,735,711,2579,4818,4190,3666,3426,3365,3042,2628,964,1196,629,855,1225,1010,727,742
105,11221.0,683,1139,59.96,11221,Brooklyn,NY,40.691234,-73.92636999999999,"40.691234,-73.92637",807,8710000US3611221,"ZCTA5 11221, New York",78895,37205,2724,2665,2830,1854,1273,655,632,2072,3556,3020,2548,2637,2557,2298,1788,663,809,439,575,712,443,267,188,41690,2740,2591,2769,1941,1259,654,653,2228,3788,3369,2909,2864,3002,2644,2192,755,1029,597,755,1110,771,583,487
106,11222.0,271,544,49.82,11222,Brooklyn,NY,40.726302000000004,-73.94559,"40.726302,-73.94559",1278,8710000US3611222,"ZCTA5 11222, New York",36934,18415,698,488,526,377,294,166,207,1048,3129,2910,1787,1223,1104,1201,1043,365,459,230,254,343,221,200,142,18519,591,533,522,344,238,156,196,1241,3339,2550,1505,1125,913,1115,1034,410,473,271,328,525,379,345,386
107,11223.0,960,1692,56.74,11223,Brooklyn,NY,40.598141999999996,-73.97229,"40.598142,-73.97229",969,8710000US3611223,"ZCTA5 11223, New York",78731,38184,2765,2511,2475,1583,1115,554,551,1873,2990,2667,2522,2382,2430,2497,2299,916,1195,527,741,1266,954,762,609,40547,2582,2368,2372,1466,1015,505,544,1851,3015,2518,2592,2380,2821,2742,2644,1066,1364,617,931,1570,1282,1148,1154
108,11224.0,528,881,59.93,11224,Brooklyn,NY,40.576589,-73.99172,"40.576589,-73.99172",1126,8710000US3611224,"ZCTA5 11224, New York",47621,21120,1160,1157,1354,959,667,347,357,911,1249,1062,1008,1090,1230,1401,1432,580,983,377,585,1128,770,669,644,26501,1156,1230,1324,1021,653,324,290,932,1310,1269,1367,1409,1697,1845,1933,905,1277,495,827,1681,1155,1103,1298
109,11225.0,686,1080,63.52,11225,Brooklyn,NY,40.662892,-73.95509,"40.662892,-73.95509",249,8710000US3611225,"ZCTA5 11225, New York",56829,25416,1837,1651,1669,1101,707,328,387,1339,2416,2100,1808,1695,1679,1668,1464,525,645,405,477,620,431,269,195,31413,1766,1594,1670,1055,734,405,404,1582,2882,2504,2202,2090,2138,2348,2103,770,1031,602,753,989,742,574,475
110,11226.0,1089,1669,65.25,11226,Brooklyn,NY,40.645255999999996,-73.95553000000001,"40.645256,-73.95553",1777,8710000US3611226,"ZCTA5 11226, New York",101572,45453,3443,3222,3235,2162,1518,777,725,2304,3866,3495,3074,3034,3062,3038,2709,988,1133,716,769,947,613,354,269,56119,3483,3202,3236,2137,1469,792,803,2627,4719,4285,4034,3830,4136,4301,3769,1311,1811,954,1102,1557,1071,761,729
111,11228.0,378,664,56.93,11228,Brooklyn,NY,40.617563,-74.01168,"40.617563,-74.01168",1646,8710000US3611228,"ZCTA5 11228, New York",41788,20213,1154,1211,1240,798,492,245,290,828,1410,1345,1462,1497,1557,1477,1283,524,640,359,449,607,551,438,356,21575,1077,1081,1207,700,424,238,240,748,1420,1490,1491,1576,1648,1504,1475,613,700,396,555,738,747,682,825
112,11229.0,860,1514,56.8,11229,Brooklyn,NY,40.599256,-73.94118,"40.599256,-73.94118",1113,8710000US3611229,"ZCTA5 11229, New York",80018,37973,2331,2364,2347,1573,1051,556,562,1675,2542,2394,2349,2325,2678,2776,2742,1105,1406,636,795,1337,1013,756,660,42045,2339,2178,2267,1475,1005,503,536,1609,2712,2542,2562,2598,2929,3158,3022,1298,1628,723,1028,1762,1278,1375,1518
113,11230.0,1367,2198,62.19,11230,Brooklyn,NY,40.622994,-73.96427,"40.622994,-73.96427",1125,8710000US3611230,"ZCTA5 11230, New York",86408,41937,3631,3070,3011,1915,1273,682,631,2001,3351,2775,2456,2435,2393,2580,2475,982,1273,617,731,1238,845,831,741,44471,3460,2952,2942,1880,1199,645,678,2102,3292,2808,2492,2397,2490,2732,2718,1035,1469,657,900,1548,1284,1319,1472
