,MODZCTA,Positive,Total,zcta_cum.perc_pos,Zip,City,State,Latitude,Longitude,geopoint,0,id,Geographic Area Name,Total_SEX BY AGE,Male,Male!!Under 5 years,Male!!5 to 9 years,Male!!10 to 14 years,Male!!15 to 17 years,Male!!18 and 19 years,Male!!20 years,Male!!21 years,Male!!22 to 24 years,Male!!25 to 29 years,Male!!30 to 34 years,Male!!35 to 39 years,Male!!40 to 44 years,Male!!45 to 49 years,Male!!50 to 54 years,Male!!55 to 59 years,Male!!60 and 61 years,Male!!62 to 64 years,Male!!65 and 66 years,Male!!67 to 69 years,Male!!70 to 74 years,Male!!75 to 79 years,Male!!80 to 84 years,Male!!85 years and over,Female,Female!!Under 5 years,Female!!5 to 9 years,Female!!10 to 14 years,Female!!15 to 17 years,Female!!18 and 19 years,Female!!20 years,Female!!21 years,Female!!22 to 24 years,Female!!25 to 29 years,Female!!30 to 34 years,Female!!35 to 39 years,Female!!40 to 44 years,Female!!45 to 49 years,Female!!50 to 54 years,Female!!55 to 59 years,Female!!60 and 61 years,Female!!62 to 64 years,Female!!65 and 66 years,Female!!67 to 69 years,Female!!70 to 74 years,Female!!75 to 79 years,Female!!80 to 84 years,Female!!85 years and over
114,11231.0,254,524,48.47,11231,Brooklyn,NY,40.6788,-74.00254,"40.6788,-74.00254",492,8710000US3611231,"ZCTA5 11231, New York",33336,15584,1246,849,750,483,285,127,141,521,1418,2034,1821,1456,1058,800,707,264,338,208,265,322,218,168,105,17752,1165,905,729,425,270,127,163,617,1991,2264,1824,1484,1224,1015,878,300,439,237,313,429,367,275,311
115,11232.0,299,434,68.89,11232,Brooklyn,NY,40.655481,-74.00424,"40.655481,-74.00424",725,8710000US3611232,"ZCTA5 11232, New York",28265,15438,1048,923,738,513,400,223,286,1063,1997,1767,1513,1225,1037,836,651,212,236,128,141,226,137,85,53,12827,1001,818,706,516,317,195,178,811,1548,1298,935,898,800,712,602,222,246,124,162,268,183,168,119
116,11233.0,648,1056,61.36,11233,Brooklyn,NY,40.676938,-73.91858,"40.676938,-73.91858",1715,8710000US3611233,"ZCTA5 11233, New York",67053,29784,2600,2548,2520,1648,1129,555,504,1436,2194,1957,1843,2061,2156,1856,1426,500,617,353,466,598,404,237,176,37269,2541,2350,2531,1697,1151,529,557,1739,3122,2869,2719,2736,2805,2449,1962,676,945,487,761,961,717,500,465
117,11234.0,1260,2061,61.14,11234,Brooklyn,NY,40.618561,-73.9216,"40.618561,-73.9216",325,8710000US3611234,"ZCTA5 11234, New York",87757,40229,2653,2758,2837,1801,1126,634,560,1765,2603,2440,2584,2568,2801,3006,2773,981,1500,752,874,1150,839,620,604,47528,2625,2773,2844,1830,1224,582,582,1824,2882,2866,3091,3236,3598,3881,3452,1417,1685,912,1108,1564,1292,1118,1142
118,11235.0,992,1746,56.82,11235,Brooklyn,NY,40.583803,-73.95019,"40.583803,-73.95019",883,8710000US3611235,"ZCTA5 11235, New York",79132,37466,2076,1805,1721,1157,828,431,478,1636,2643,2483,2383,2368,2656,2763,2652,1161,1738,623,901,1659,1167,1086,1051,41666,1913,1699,1617,1087,734,387,455,1586,2746,2484,2440,2372,2675,3120,3219,1379,1940,625,1176,2263,1657,1830,2262
119,11236.0,1439,2176,66.13,11236,Brooklyn,NY,40.640527,-73.90361999999999,"40.640527,-73.90362",689,8710000US3611236,"ZCTA5 11236, New York",93877,41239,2777,2917,3229,2306,1463,791,723,1976,2879,2635,2465,2541,2930,3121,2599,977,1173,631,783,928,625,411,359,52638,2766,2996,3245,2264,1482,751,727,2165,3605,3533,3517,3862,4253,4308,3813,1299,1611,977,1171,1515,1088,894,796
120,11237.0,481,715,67.27,11237,Brooklyn,NY,40.703355,-73.91993000000001,"40.703355,-73.91993",641,8710000US3611237,"ZCTA5 11237, New York",49896,25949,1940,1738,1634,1039,799,495,538,2015,3337,2711,2171,1840,1511,1248,959,308,412,243,235,337,221,145,73,23947,1797,1647,1489,989,749,411,405,1680,2852,2225,1842,1552,1438,1225,1035,371,472,261,346,411,329,227,194
121,11238.0,466,810,57.53,11238,Brooklyn,NY,40.680145,-73.96257,"40.680145,-73.96257",877,8710000US3611238,"ZCTA5 11238, New York",49262,22667,1414,1000,892,593,382,227,269,1161,2847,2958,2436,1826,1475,1286,1117,399,539,280,351,465,338,234,178,26595,1349,912,841,555,320,206,276,1468,3755,3523,2595,1989,1618,1433,1310,502,717,410,508,782,566,466,494
122,11239.0,275,440,62.5,11239,Brooklyn,NY,40.645848,-73.87919000000001,"40.645848,-73.87919",1718,8710000US3611239,"ZCTA5 11239, New York",13393,5206,318,339,405,276,166,91,82,223,326,262,245,243,269,277,262,121,122,92,143,335,263,202,144,8187,317,319,390,262,207,114,105,233,415,481,448,502,525,556,498,239,325,187,308,619,437,380,320
123,11354.0,503,821,61.27,11354,Flushing,NY,40.767969,-73.82496,"40.767969,-73.82496",454,8710000US3611354,"ZCTA5 11354, New York",54878,25655,1278,1083,1048,808,573,304,307,1149,1901,1918,1895,1820,2141,2125,1808,702,869,467,694,948,734,498,585,29223,1165,1102,1008,788,536,296,341,1054,2095,2050,2015,2066,2297,2464,2094,810,1089,573,841,1182,1012,943,1402
124,11355.0,639,1006,63.52,11355,Flushing,NY,40.749463,-73.81940999999999,"40.749463,-73.81941",1772,8710000US3611355,"ZCTA5 11355, New York",85871,41433,2145,2113,1919,1325,1016,653,653,1919,3208,3014,3140,3393,3679,3510,2819,973,1143,639,879,1148,892,657,596,44438,2029,1941,1800,1299,885,604,566,1891,3460,3203,3343,3517,3884,3638,3132,1166,1321,749,1059,1593,1202,1073,1083
125,11356.0,313,538,58.18,11356,College Point,NY,40.785462,-73.84366,"40.785462,-73.84366",1037,8710000US3611356,"ZCTA5 11356, New York",23438,11424,809,699,739,443,306,158,144,516,857,944,882,881,901,774,716,262,302,157,201,287,196,148,102,12014,768,676,705,444,283,183,162,508,867,991,922,883,871,912,772,275,359,138,248,352,271,210,214
126,11357.0,477,836,57.06,11357,Whitestone,NY,40.784453000000006,-73.80922,"40.784453,-73.80922",967,8710000US3611357,"ZCTA5 11357, New York",39150,18574,1027,978,1007,642,364,191,183,601,1032,1174,1204,1296,1450,1414,1241,494,688,412,581,852,700,542,501,20576,935,955,1023,614,355,189,182,604,1111,1260,1280,1450,1455,1505,1523,628,808,469,701,1003,776,827,923
127,11358.0,319,604,52.81,11358,Flushing,NY,40.760521999999995,-73.79612,"40.760522,-73.79612",275,8710000US3611358,"ZCTA5 11358, New York",37546,18220,987,972,1009,618,438,219,251,709,1326,1332,1334,1302,1384,1471,1299,484,653,338,476,584,435,341,258,19326,888,860,899,638,399,224,219,700,1366,1439,1369,1391,1540,1635,1479,507,659,366,522,665,571,483,507
128,11360.0,184,381,48.29,11360,Bayside,NY,40.780386,-73.78005,"40.780386,-73.78005",930,8710000US3611360,"ZCTA5 11360, New York",18884,8581,437,390,383,271,124,68,77,224,398,503,525,559,603,667,648,269,396,210,295,417,363,399,355,10303,396,354,343,260,152,71,73,209,430,606,575,640,701,808,829,348,551,251,390,588,595,568,565
129,11361.0,265,489,54.19,11361,Bayside,NY,40.763177,-73.77391999999999,"40.763177,-73.77392",1258,8710000US3611361,"ZCTA5 11361, New York",28606,13687,733,702,818,577,350,157,155,513,989,1055,1023,959,1096,1092,961,362,426,230,293,422,322,257,195,14919,694,647,636,518,291,152,152,508,1104,1092,1061,1089,1261,1208,1048,381,452,278,344,522,479,420,582
130,11362.0,183,371,49.33,11362,Little Neck,NY,40.759686,-73.73321999999999,"40.759686,-73.73322",791,8710000US3611362,"ZCTA5 11362, New York",17823,8450,407,442,528,319,158,85,79,255,461,522,553,559,627,675,614,245,384,189,238,343,260,275,232,9373,381,457,450,279,149,82,78,274,456,497,655,622,726,722,787,331,375,224,276,423,348,366,415
131,11363.0,69,144,47.92,11363,Little Neck,NY,40.772636,-73.74644,"40.772636,-73.74644",898,8710000US3611363,"ZCTA5 11363, New York",6988,3322,152,202,215,119,63,29,39,110,161,164,181,249,286,295,250,107,141,73,95,158,93,79,61,3666,146,202,230,136,65,19,41,96,142,174,203,281,318,309,314,111,149,80,131,165,137,129,88
132,11364.0,282,521,54.13,11364,Oakland Gardens,NY,40.746718,-73.75994,"40.746718,-73.75994",1780,8710000US3611364,"ZCTA5 11364, New York",34555,16332,806,917,1027,693,394,166,198,561,936,901,1052,1228,1370,1386,1257,487,643,319,363,529,417,321,361,18223,709,849,1026,636,330,159,165,527,929,1098,1251,1404,1545,1541,1458,544,690,392,483,675,586,567,659
133,11365.0,475,858,55.36,11365,Fresh Meadows,NY,40.738983000000005,-73.79209,"40.738983,-73.79209",26,8710000US3611365,"ZCTA5 11365, New York",42252,19921,1173,1193,1230,843,503,275,286,754,1424,1291,1354,1418,1542,1533,1327,548,665,344,427,543,437,372,439,22331,1168,1155,1157,769,517,245,263,942,1514,1412,1471,1600,1730,1713,1586,576,774,389,502,710,646,629,863
134,11366.0,259,444,58.33,11366,Fresh Meadows,NY,40.726137,-73.79502,"40.726137,-73.79502",321,8710000US3611366,"ZCTA5 11366, New York",13532,6523,343,347,361,289,150,102,140,319,434,430,413,376,439,480,515,197,246,124,176,229,152,124,137,7009,342,346,351,251,162,110,107,336,466,420,426,407,479,556,531,251,261,125,193,264,193,202,230
135,11367.0,619,1069,57.9,11367,Flushing,NY,40.728614,-73.82145,"40.728614,-73.82145",664,8710000US3611367,"ZCTA5 11367, New York",41047,19559,1764,1250,1161,718,641,320,326,1098,1840,1500,1197,1059,1129,1268,1122,441,592,272,370,524,379,308,280,21488,1628,1215,1069,682,620,358,368,1067,1827,1545,1279,1220,1423,1446,1383,528,708,338,468,671,541,558,546
136,11368.0,2510,3198,78.49,11368,Corona,NY,40.747106,-73.85838000000001,"40.747106,-73.85838",1096,8710000US3611368,"ZCTA5 11368, New York",109931,58421,4752,3924,3385,2161,1796,1057,1131,3917,6679,6123,5249,4385,3586,2966,2256,729,960,502,683,883,562,415,320,51510,4458,3740,3003,1977,1461,789,820,2749,5134,4615,4115,3516,3221,2885,2347,930,1096,612,753,1060,821,701,707
137,11369.0,929,1236,75.16,11369,East Elmhurst,NY,40.762854,-73.87051,"40.762854,-73.87051",1066,8710000US3611369,"ZCTA5 11369, New York",38615,19285,1379,1176,1209,908,684,348,369,997,1733,1539,1454,1446,1380,1203,1062,342,435,202,318,453,262,196,190,19330,1264,1147,1174,791,580,278,292,918,1510,1365,1307,1403,1403,1339,1136,422,552,257,428,534,442,346,442
138,11370.0,883,1416,62.36,11370,East Elmhurst,NY,40.763015,-73.89052,"40.763015,-73.89052",650,8710000US3611370,"ZCTA5 11370, New York",39688,24539,855,868,835,875,1194,664,657,1875,2753,2498,2148,2297,2103,1582,1077,336,430,217,255,348,328,205,139,15149,896,767,788,535,389,225,199,621,1200,1280,1165,1222,1149,1120,836,314,397,212,306,502,436,326,264
139,11372.0,1511,2049,73.74,11372,Jackson Heights,NY,40.750146,-73.88433,"40.750146,-73.88433",1415,8710000US3611372,"ZCTA5 11372, New York",66636,33683,2051,1770,1538,975,761,473,475,1613,3004,3217,3210,2913,2632,2316,1974,646,892,512,606,813,565,414,313,32953,2061,1672,1626,947,723,365,411,1263,2528,2789,2716,2353,2279,2191,2179,757,1081,597,834,1149,886,767,779
140,11373.0,1939,2720,71.29,11373,Elmhurst,NY,40.736076000000004,-73.87804,"40.736076,-73.87804",534,8710000US3611373,"ZCTA5 11373, New York",100820,51175,3255,2917,2546,1724,1287,766,782,2819,5280,4763,4511,4059,3891,3330,2731,997,1247,659,799,1185,789,503,335,49645,2979,2717,2513,1541,1087,656,707,2414,4726,4344,3839,3624,3546,3474,3097,1156,1370,757,1006,1504,1070,804,714
141,11374.0,710,1223,58.05,11374,Rego Park,NY,40.724945,-73.8609,"40.724945,-73.8609",1690,8710000US3611374,"ZCTA5 11374, New York",43600,20464,1188,989,858,613,417,212,208,767,1596,1753,1573,1450,1478,1537,1462,563,762,365,472,766,550,481,404,23136,1068,888,824,518,362,176,208,836,1853,1896,1721,1491,1606,1753,1799,695,940,469,663,1019,768,745,838
142,11375.0,1003,1848,54.27,11375,Forest Hills,NY,40.720535,-73.84581999999999,"40.720535,-73.84582",29,8710000US3611375,"ZCTA5 11375, New York",68733,31722,1990,1537,1249,810,486,248,248,979,2367,2810,2856,2347,2320,2274,2150,862,1152,551,821,1235,931,723,776,37011,1863,1397,1201,724,421,280,242,1164,2770,3233,2943,2549,2547,2711,2619,1035,1539,732,1145,1548,1342,1369,1637
143,11377.0,1214,1845,65.8,11377,Woodside,NY,40.742869,-73.90377,"40.742869,-73.90377",1062,8710000US3611377,"ZCTA5 11377, New York",89830,45234,2626,2511,2274,1454,1061,612,623,2439,4614,4525,4173,3764,3396,2992,2314,814,1075,588,753,1027,756,490,353,44596,2488,2315,2212,1398,910,538,545,2071,4239,4219,3480,3310,3086,2975,2564,1047,1288,733,996,1371,1069,837,905
144,11378.0,419,725,57.79,11378,Maspeth,NY,40.724096,-73.90271,"40.724096,-73.90271",1351,8710000US3611378,"ZCTA5 11378, New York",34981,17124,1186,1044,987,578,405,210,202,702,1296,1469,1419,1385,1251,1256,1017,386,434,272,308,398,358,293,268,17857,1078,997,936,596,390,215,206,688,1398,1399,1361,1285,1254,1326,1115,448,530,293,356,562,465,435,524
145,11379.0,459,846,54.26,11379,Middle Village,NY,40.716028,-73.87925,"40.716028,-73.87925",691,8710000US3611379,"ZCTA5 11379, New York",34821,16529,927,934,867,548,318,190,166,581,1099,1185,1221,1316,1299,1287,1191,380,562,276,437,590,485,406,264,18292,884,871,839,507,340,168,189,581,1207,1271,1210,1272,1347,1460,1314,477,663,364,534,787,738,591,678
146,11385.0,1139,1921,59.29,11385,Ridgewood,NY,40.703069,-73.89285,"40.703069,-73.89285",1106,8710000US3611385,"ZCTA5 11385, New York",98592,48510,3318,3101,3131,2006,1362,726,691,2328,4434,4334,3881,3688,3465,3274,2659,917,1169,628,735,1026,779,503,355,50082,3216,2922,2896,1951,1271,674,666,2285,4439,4269,3742,3628,3552,3538,2892,971,1355,674,960,1335,1172,843,831
147,11411.0,433,640,67.66,11411,Cambria Heights,NY,40.693538000000004,-73.73574,"40.693538,-73.73574",1594,8710000US3611411,"ZCTA5 11411, New York",18556,8308,473,521,529,391,238,123,109,318,507,501,527,561,648,619,517,213,280,181,233,366,211,141,101,10248,448,479,528,424,244,121,141,422,554,593,630,722,821,763,712,271,394,304,379,517,318,251,212
148,11412.0,738,1157,63.79,11412,Saint Albans,NY,40.697188,-73.75948000000001,"40.697188,-73.75948",671,8710000US3611412,"ZCTA5 11412, New York",34882,15589,979,1024,1168,826,529,268,273,783,1038,941,986,1055,1195,1174,915,342,417,243,291,404,297,218,223,19293,977,1082,1205,850,523,316,265,798,1163,1202,1198,1398,1619,1499,1172,424,602,356,482,622,580,504,456
149,11413.0,800,1249,64.05,11413,Springfield Gardens,NY,40.670138,-73.75140999999999,"40.670138,-73.75141",456,8710000US3611413,"ZCTA5 11413, New York",38912,17667,1005,1193,1314,958,573,312,294,812,1199,1129,1001,1240,1358,1326,1037,403,506,295,371,577,371,248,145,21245,1043,1163,1338,875,558,298,312,833,1278,1302,1314,1608,1792,1659,1375,520,723,449,644,797,612,399,353
150,11414.0,515,847,60.8,11414,Howard Beach,NY,40.658188,-73.84321,"40.658188,-73.84321",692,8710000US3611414,"ZCTA5 11414, New York",26148,12295,652,700,653,405,257,126,131,389,691,794,824,905,867,936,823,349,507,281,341,519,511,354,280,13853,604,616,624,408,263,134,125,392,756,886,785,875,941,1090,968,427,598,339,510,741,600,604,567
151,11415.0,320,550,58.18,11415,Kew Gardens,NY,40.706903000000004,-73.82973,"40.706903,-73.82973",838,8710000US3611415,"ZCTA5 11415, New York",19341,9255,589,462,455,289,183,103,101,347,774,940,788,734,648,669,558,214,324,153,191,240,196,140,157,10086,555,458,393,242,190,72,103,393,959,954,789,667,696,693,684,271,347,201,220,328,285,255,331
152,11416.0,347,530,65.47,11416,Ozone Park,NY,40.683301,-73.8503,"40.683301,-73.8503",516,8710000US3611416,"ZCTA5 11416, New York",24861,12369,864,886,950,654,442,235,223,675,921,901,885,992,919,848,620,218,264,160,180,223,123,88,98,12492,804,794,865,607,400,208,184,639,975,936,902,948,989,845,644,229,313,146,241,255,205,160,203
153,11417.0,462,751,61.52,11417,Ozone Park,NY,40.675534000000006,-73.84476,"40.675534,-73.84476",551,8710000US3611417,"ZCTA5 11417, New York",28967,14008,859,929,989,665,419,229,206,656,1009,961,977,1153,1096,1143,820,309,397,172,246,286,204,159,124,14959,933,867,981,658,443,215,208,598,1101,1031,1088,1208,1176,1152,881,349,418,206,298,361,297,250,240
154,11418.0,565,897,62.99,11418,Richmond Hill,NY,40.698485,-73.83365,"40.698485,-73.83365",921,8710000US3611418,"ZCTA5 11418, New York",36256,18172,1260,1185,1241,789,543,276,306,843,1579,1472,1420,1313,1375,1315,1026,350,440,236,300,362,238,171,132,18084,1222,1172,1153,750,495,276,275,784,1463,1361,1342,1359,1319,1293,1063,397,470,245,342,465,323,224,291
155,11419.0,600,953,62.96,11419,South Richmond Hill,NY,40.688688,-73.82216,"40.688688,-73.82216",851,8710000US3611419,"ZCTA5 11419, New York",47211,23557,1487,1487,1666,1154,808,406,408,1176,1841,1581,1654,1762,1935,1893,1494,471,596,301,414,450,319,130,124,23654,1403,1391,1573,1127,700,369,375,1123,1758,1608,1678,1938,2060,1762,1392,530,597,350,498,609,341,252,220
156,11420.0,745,1168,63.78,11420,South Ozone Park,NY,40.673138,-73.81443,"40.673138,-73.81443",1654,8710000US3611420,"ZCTA5 11420, New York",44354,21457,1242,1499,1556,1072,641,392,350,1039,1552,1455,1469,1711,1734,1617,1316,404,591,264,410,480,285,238,140,22897,1315,1374,1531,1052,663,417,340,962,1654,1484,1591,1772,1907,1774,1391,444,642,329,508,621,447,337,342
157,11421.0,655,980,66.84,11421,Woodhaven,NY,40.690870000000004,-73.85828000000001,"40.69087,-73.85828",759,8710000US3611421,"ZCTA5 11421, New York",39127,19312,1286,1276,1369,914,613,339,327,897,1495,1462,1432,1491,1491,1340,1137,431,468,231,338,403,244,177,151,19815,1185,1162,1309,817,579,323,258,922,1547,1361,1437,1525,1538,1452,1221,424,568,339,400,481,336,299,332
158,11422.0,583,965,60.41,11422,Rosedale,NY,40.662538,-73.73514,"40.662538,-73.73514",1020,8710000US3611422,"ZCTA5 11422, New York",30425,13815,908,1032,1100,737,514,239,256,650,926,847,833,874,1100,1053,914,297,406,220,255,272,165,123,94,16610,843,946,1057,746,465,242,234,694,1162,1119,1127,1310,1447,1346,1079,370,516,286,333,469,342,250,227
159,11423.0,536,836,64.11,11423,Hollis,NY,40.714261,-73.76824,"40.714261,-73.76824",1494,8710000US3611423,"ZCTA5 11423, New York",29987,14160,836,816,972,649,421,233,212,640,1026,948,933,997,1078,1067,980,348,407,249,303,431,250,207,157,15827,796,824,878,609,421,247,213,673,1104,1021,1003,1124,1263,1266,1097,402,586,310,422,519,405,328,316
160,11426.0,316,558,56.63,11426,Bellerose,NY,40.732239,-73.72108,"40.732239,-73.72108",1269,8710000US3611426,"ZCTA5 11426, New York",17590,8542,426,505,570,374,238,131,111,346,577,541,504,550,652,791,716,231,296,145,183,240,172,117,126,9048,418,443,488,353,253,126,107,353,584,571,532,657,693,791,687,236,335,162,246,270,224,221,298
161,11427.0,475,787,60.36,11427,Queens Village,NY,40.728235,-73.74781999999999,"40.728235,-73.74782",1308,8710000US3611427,"ZCTA5 11427, New York",23593,11420,664,669,707,419,271,154,151,464,803,760,743,803,882,931,862,297,448,189,288,320,238,183,174,12173,603,584,671,429,263,164,184,467,796,830,771,865,952,1041,881,322,462,264,311,368,289,299,357
162,11428.0,382,597,63.99,11428,Queens Village,NY,40.719981,-73.74127,"40.719981,-73.74127",798,8710000US3611428,"ZCTA5 11428, New York",19168,9289,606,552,625,426,276,149,146,410,689,680,626,675,713,682,608,247,311,159,200,243,126,82,58,9879,532,545,594,380,256,154,152,438,692,744,592,694,752,847,707,280,342,166,242,282,202,146,140
163,11429.0,575,830,69.28,11429,Queens Village,NY,40.708833,-73.73903,"40.708833,-73.73903",1513,8710000US3611429,"ZCTA5 11429, New York",25105,11551,756,703,783,596,413,205,198,527,830,727,722,796,873,871,705,237,336,187,245,347,242,148,104,13554,679,701,822,580,411,235,175,569,968,816,827,963,1067,1047,901,302,405,274,404,527,370,266,245
164,11432.0,909,1395,65.16,11432,Jamaica,NY,40.714144,-73.79324,"40.714144,-73.79324",255,8710000US3611432,"ZCTA5 11432, New York",60809,29988,1880,1750,1625,1114,1509,632,544,1566,2317,2246,2176,2177,2110,2109,1741,635,821,494,559,757,525,391,310,30821,1786,1706,1676,1077,1592,620,544,1351,2148,2281,2041,2007,2029,2115,1886,697,913,542,721,982,693,579,835
165,11433.0,515,776,66.37,11433,Jamaica,NY,40.696538000000004,-73.78734,"40.696538,-73.78734",854,8710000US3611433,"ZCTA5 11433, New York",32687,14819,1157,1177,1226,839,561,298,264,718,1131,972,860,993,1034,967,763,292,293,172,258,357,244,140,103,17868,1048,1117,1226,818,500,278,266,792,1335,1141,1259,1213,1260,1254,1001,343,470,283,430,607,484,371,372
166,11434.0,1154,1798,64.18,11434,Jamaica,NY,40.674888,-73.7727,"40.674888,-73.7727",1281,8710000US3611434,"ZCTA5 11434, New York",59129,25829,1843,1803,1975,1395,927,434,411,1197,1741,1574,1527,1782,1927,1784,1478,571,732,376,507,629,481,344,391,33300,1897,1858,2003,1395,881,481,444,1336,2177,2074,2071,2346,2686,2557,2119,863,1095,695,831,1181,890,723,697
167,11435.0,861,1412,60.98,11435,Jamaica,NY,40.700068,-73.80986,"40.700068,-73.80986",640,8710000US3611435,"ZCTA5 11435, New York",53687,26353,1901,1625,1588,1161,805,414,399,1324,2309,2293,1987,2029,1904,1744,1469,496,650,360,431,513,418,292,241,27334,1739,1577,1584,1048,646,382,385,1319,2335,2318,2061,1987,1891,1822,1641,602,756,408,573,762,623,431,444
168,11436.0,292,450,64.89,11436,Jamaica,NY,40.674146,-73.79687,"40.674146,-73.79687",1724,8710000US3611436,"ZCTA5 11436, New York",17949,8379,586,620,624,449,292,151,119,381,644,564,510,586,655,642,466,168,203,98,138,171,129,110,73,9570,547,624,664,423,285,151,132,428,608,668,638,688,792,738,576,184,208,158,202,283,196,205,172
169,11691.0,1215,1792,67.8,11691,Far Rockaway,NY,40.60002,-73.75962,"40.60002,-73.75962",1164,8710000US3611691,"ZCTA5 11691, New York",60035,28160,2788,2389,2334,1497,1016,463,430,1226,2031,1774,1638,1536,1633,1671,1486,531,691,377,503,805,580,423,338,31875,2626,2369,2234,1455,883,472,435,1391,2250,2216,1984,2056,2007,1885,1788,598,840,511,627,1068,819,679,682
170,11692.0,332,521,63.72,11692,Arverne,NY,40.592939,-73.79568,"40.592939,-73.79568",389,8710000US3611692,"ZCTA5 11692, New York",18540,8465,765,746,775,460,290,169,180,331,559,525,500,539,602,509,422,150,207,98,171,202,121,90,54,10075,728,679,704,448,325,148,166,431,698,770,744,757,727,635,521,219,254,146,195,294,184,163,139
171,11693.0,220,369,59.62,11693,Far Rockaway,NY,40.596959000000005,-73.81978000000001,"40.596959,-73.81978",983,8710000US3611693,"ZCTA5 11693, New York",11916,5541,364,373,401,283,154,86,82,203,337,369,370,394,427,454,392,152,144,100,118,144,92,67,35,6375,358,370,357,298,161,82,81,211,416,435,449,449,533,505,452,167,220,115,160,212,124,116,104
172,11694.0,384,662,58.01,11694,Rockaway Park,NY,40.57649,-73.84721,"40.57649,-73.84721",542,8710000US3611694,"ZCTA5 11694, New York",20408,9962,509,566,577,447,262,113,85,328,538,489,599,632,792,887,891,276,380,227,296,382,274,224,188,10446,536,556,565,341,187,101,90,311,536,535,631,733,857,852,790,358,379,222,312,422,382,382,368
173,11697.0,65,135,48.15,11697,Breezy Point,NY,40.560167,-73.90890999999999,"40.560167,-73.90891",1496,8710000US3611697,"ZCTA5 11697, New York",4079,1886,94,109,122,83,30,12,15,58,74,83,80,122,138,147,158,58,96,58,68,92,86,52,51,2193,96,118,100,77,32,14,16,57,84,73,99,123,172,188,177,76,114,77,88,133,96,89,94
